index,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,day,month,year,Revenue
181,English-Myanmar Dictionary,BOOKS_AND_REFERENCE,4.4,8788000000,10240,1000000,Free,0.0,Everyone,Books & Reference,2018-07-28,2.5.3,4.0,28,7,2018,0.0
182,Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,4.4,51269000000,6246,1000000,Free,0.0,Everyone,Books & Reference,2018-07-19,7.0.4.6,4.2,19,7,2018,0.0
183,All Language Translator Free,BOOKS_AND_REFERENCE,4.4,30105000000,2150,1000000,Free,0.0,Everyone,Books & Reference,2018-07-29,1.15,4.0,29,7,2018,0.0
184,Azpen eReader,BOOKS_AND_REFERENCE,3.5,156000000,43008,500000,Free,0.0,Everyone,Books & Reference,2018-02-15,3.1.7.9,2.2,15,2,2018,0.0
185,URBANO V 02 instruction manual,BOOKS_AND_REFERENCE,,114000000,7475,100000,Free,0.0,Everyone,Books & Reference,2015-08-07,1.1,5.1,7,8,2015,0.0
186,English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,341157000000,30720,10000000,Free,0.0,Everyone 10+,Books & Reference,2018-03-20,3.9.1,4.2,20,3,2018,0.0
190,ADP Mobile Solutions,BUSINESS,4.3,85185000000,29696,5000000,Free,0.0,Everyone,Business,2018-07-17,3.4.2,5.0,17,7,2018,0.0
194,OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861000000,35840,100000000,Free,0.0,Everyone,Business,2018-08-02,9.7.14188,4.1,2,8,2018,0.0
195,USPS MOBILE®,BUSINESS,3.9,16589000000,9318,1000000,Free,0.0,Everyone,Business,2018-06-14,4.9.10,4.0,14,6,2018,0.0
196,Job Search by ZipRecruiter,BUSINESS,4.8,148945000000,25600,1000000,Free,0.0,Everyone,Business,2018-07-19,5.2.8,5.0,19,7,2018,0.0
197,Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4458000000,3993,500000,Free,0.0,Everyone,Business,2018-07-08,3.3,4.1,8,7,2018,0.0
198,Google Primer,BUSINESS,4.4,62272000000,18432,10000000,Free,0.0,Everyone,Business,2018-06-26,3.550.2,4.1,26,6,2018,0.0
199,Alba Heaven - Alvarez Job Portal Services,BUSINESS,4.0,8941000000,12288,5000000,Free,0.0,Everyone,Business,2018-07-31,4.6.30,4.0,31,7,2018,0.0
200,SuperLivePro,BUSINESS,4.3,46353000000,21504,1000000,Free,0.0,Everyone,Business,2016-04-13,2.8,1.5,13,4,2016,0.0
205,Polaris Office for LG,BUSINESS,4.2,30847000000,56320,5000000,Free,0.0,Everyone,Business,2018-02-08,7.3.21,4.1,8,2,2018,0.0
206,Call Blocker,BUSINESS,4.6,188841000000,3276,5000000,Free,0.0,Everyone,Business,2018-06-21,1.1.13,4.0,21,6,2018,0.0
209,Plugin:AOT v5.0,BUSINESS,3.1,4034000000,23,100000,Free,0.0,Everyone,Business,2015-09-11,3.0.1.11 (Build 311),2.2,11,9,2015,0.0
210,Kariyer.net,BUSINESS,3.9,45964000000,16384,1000000,Free,0.0,Everyone,Business,2018-07-18,5.1.5,4.1,18,7,2018,0.0
212,Become a Job - Find a job or advertise,BUSINESS,4.1,6903000000,14336,1000000,Free,0.0,Everyone,Business,2018-07-10,2.3.6,4.1,10,7,2018,0.0
213,ZOOM Cloud Meetings,BUSINESS,4.4,31614000000,37888,10000000,Free,0.0,Everyone,Business,2018-07-20,4.1.28165.0716,4.0,20,7,2018,0.0
216,"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372000000,11264,5000000,Free,0.0,Everyone,Business,2018-08-02,12.2.4,4.0,2,8,2018,0.0
217,ViettelPost express delivery,BUSINESS,4.4,1225000000,25600,100000,Free,0.0,Everyone,Business,2018-08-01,1.0.6.8,4.1,1,8,2018,0.0
218,MyASUS - Service Center,BUSINESS,4.4,380837000000,7475,10000000,Free,0.0,Everyone,Business,2018-07-04,3.4.5,4.2,4,7,2018,0.0
219,Job Korea - Career Jobs,BUSINESS,4.3,10600000000,6656,1000000,Free,0.0,Everyone,Business,2018-08-01,2.5.6,4.0,1,8,2018,0.0
220,"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359000000,25600,1000000,Free,0.0,Everyone,Business,2018-07-27,1.12.5,4.0,27,7,2018,0.0
221,Myanmar 2D/3D,BUSINESS,4.6,822000000,3174,100000,Free,0.0,Everyone,Business,2018-06-08,1.5,4.0,8,6,2018,0.0
223,sABN,BUSINESS,4.4,2287000000,1536,1000000,Free,0.0,Everyone,Business,2018-03-26,4.9,2.2,26,3,2018,0.0
224,ATI Cargoes and Transportation,BUSINESS,4.7,4162000000,7680,100000,Free,0.0,Everyone,Business,2018-07-24,0.9.4,4.0,24,7,2018,0.0
225,Secure Folder,BUSINESS,3.8,14760000000,8806,50000000,Free,0.0,Everyone,Business,2018-01-31,1.1.07.6,7.0,31,1,2018,0.0
227,Y! Mobile menu,BUSINESS,,9000000,1228,100000,Free,0.0,Everyone,Business,2018-04-09,1.0.5,6.0,9,4,2018,0.0
231,Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897000000,39936,10000000,Free,0.0,Everyone,Business,2017-05-30,1.2.6,3.0,30,5,2017,0.0
232,Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755000000,14336,10000000,Free,0.0,Everyone,Business,2018-07-11,3.9.2,4.1,11,7,2018,0.0
233,Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505000000,19456,1000000,Free,0.0,Everyone,Business,2018-08-02,3.4.49,4.1,2,8,2018,0.0
234,TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442000000,6963,100000,Paid,4.99,Everyone,Business,2018-03-25,1.5.2,4.0,25,3,2018,499000.0
235,Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295000000,39936,100000,Paid,4.99,Everyone,Business,2017-04-11,3.4.6,3.0,11,4,2017,499000.0
237,Zenefits,BUSINESS,4.2,296000000,14336,50000,Free,0.0,Everyone,Business,2018-06-15,3.2.1,4.1,15,6,2018,0.0
238,Google Ads,BUSINESS,4.3,29313000000,20480,5000000,Free,0.0,Everyone,Business,2018-07-30,1.12.0,4.0,30,7,2018,0.0
241,FreshBooks Classic,BUSINESS,4.1,1802000000,26624,100000,Free,0.0,Everyone,Business,2018-04-18,1.7.14,4.2,18,4,2018,0.0
242,Insightly CRM,BUSINESS,3.8,1383000000,52224,100000,Free,0.0,Everyone,Business,2018-07-12,3.24.1,5.0,12,7,2018,0.0
243,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175000000,41984,1000000,Free,0.0,Everyone,Business,2018-07-13,18.7,4.1,13,7,2018,0.0
244,HipChat - Chat Built for Teams,BUSINESS,3.8,5868000000,20480,500000,Free,0.0,Everyone,Business,2018-07-03,3.19.005,4.1,3,7,2018,0.0
246,"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448000000,12288,500000,Free,0.0,Everyone,Business,2018-07-25,4.9.1,5.0,25,7,2018,0.0
247,Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159000000,49152,500000,Free,0.0,Everyone,Business,2018-07-20,6.1.2,4.0,20,7,2018,0.0
248,Asana: organize team projects,BUSINESS,4.3,20815000000,10240,1000000,Free,0.0,Everyone,Business,2018-07-26,6.4.4,5.0,26,7,2018,0.0
249,Google Analytics,BUSINESS,4.5,78662000000,22528,1000000,Free,0.0,Everyone,Business,2018-02-13,3.7.5,4.4,13,2,2018,0.0
250,AdWords Express,BUSINESS,4.1,7149000000,11264,1000000,Free,0.0,Everyone,Business,2018-07-31,2.6.158,4.0,31,7,2018,0.0
251,Accounting App - Zoho Books,BUSINESS,4.5,3079000000,8704,100000,Free,0.0,Everyone,Business,2018-08-02,5.20.7,4.1,2,8,2018,0.0
252,Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800000000,8806,100000,Free,0.0,Everyone,Business,2018-08-02,5.20.7,4.1,2,8,2018,0.0
254,Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422000000,28672,1000000,Free,0.0,Everyone,Business,2018-08-01,10.46.2,4.1,1,8,2018,0.0
255,Cisco Webex Meetings,BUSINESS,4.4,108741000000,28672,10000000,Free,0.0,Everyone,Business,2018-07-20,11.1.0,4.3,20,7,2018,0.0
257,ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624000000,9216,100000,Free,0.0,Everyone,Business,2018-03-22,1.2.287,5.0,22,3,2018,0.0
258,Cisco Webex Teams,BUSINESS,4.2,1661000000,47104,100000,Free,0.0,Everyone,Business,2018-08-02,3.0.4651,4.4,2,8,2018,0.0
260,Start Meeting,BUSINESS,4.1,308000000,14336,50000,Free,0.0,Everyone,Business,2018-05-29,3.1.4.0,4.0,29,5,2018,0.0
262,ClickMeeting Webinars,BUSINESS,3.8,5211000000,26624,1000000,Free,0.0,Everyone,Business,2018-07-30,3.3.0,4.0,30,7,2018,0.0
263,BlueJeans for Android,BUSINESS,3.9,1058000000,23552,500000,Free,0.0,Everyone,Business,2018-06-29,2.22.397,5.0,29,6,2018,0.0
295,Verify - Receipts & Expenses,BUSINESS,4.5,413000000,29696,10000,Free,0.0,Everyone,Business,2018-07-25,2.0.19,5.0,25,7,2018,0.0
298,Manga Master - Best manga & comic reader,COMICS,4.6,24005000000,5017,500000,Free,0.0,Adults only 18+,Comics,2018-07-04,1.1.7.0,4.1,4,7,2018,0.0
299,GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106000000,27648,1000000,Free,0.0,Teen,Comics,2018-07-23,2.11.3,4.1,23,7,2018,0.0
300,Röhrich Werner Soundboard,COMICS,4.7,2249000000,32768,500000,Free,0.0,Everyone,Comics,2017-11-16,1.08,4.0,16,11,2017,0.0
301,Unicorn Pokez - Color By Number,COMICS,4.8,516000000,12288,50000,Free,0.0,Everyone,Comics;Creativity,2018-08-03,1.0.6,4.4,3,8,2018,0.0
302,MangaToon - Comics updated Daily,COMICS,3.9,834000000,15360,50000,Free,0.0,Mature 17+,Comics,2018-08-01,1.0.8,4.1,1,8,2018,0.0
303,Manga Net – Best Online Manga Reader,COMICS,4.1,1010000000,11264,50000,Free,0.0,Mature 17+,Comics,2018-07-07,1.5,4.1,7,7,2018,0.0
304,Manga Rock - Best Manga Reader,COMICS,4.4,238970000000,28672,1000000,Free,0.0,Teen,Comics,2018-07-09,3.4.3_world,5.0,9,7,2018,0.0
305,Manga - read Thai translation,COMICS,4.6,302000000,2252,10000,Free,0.0,Teen,Comics,2018-07-03,1.0,4.0,3,7,2018,0.0
306,The Vietnam Story - Fun Stories,COMICS,4.5,438000000,3481,10000,Free,0.0,Everyone,Comics,2017-12-27,1.0,2.3,27,12,2017,0.0
307,Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73000000,8499,10000,Free,0.0,Everyone,Comics,2018-07-23,1.9,4.0,23,7,2018,0.0
308,Funny Jokes Photos,COMICS,4.4,39000000,4403,10000,Free,0.0,Everyone 10+,Comics,2018-07-03,1.1,4.2,3,7,2018,0.0
309,Truyện Vui Tý Quậy,COMICS,4.5,144000000,4812,10000,Free,0.0,Everyone,Comics,2018-07-19,3.0,4.0,19,7,2018,0.0
310,Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181000000,10240,100000,Free,0.0,Teen,Comics,2018-03-05,1.2.12,4.0,5,3,2018,0.0
311,comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965000000,15360,5000000,Free,0.0,Teen,Comics,2018-07-03,6.3.0,4.0,3,7,2018,0.0
312,Daily Manga - Comic & Webtoon,COMICS,3.2,1446000000,7270,100000,Free,0.0,Mature 17+,Comics,2018-05-18,1.0,4.0,18,5,2018,0.0
313,"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088000000,21504,1000000,Free,0.0,Mature 17+,Comics,2018-07-06,2.3.1,4.0,6,7,2018,0.0
314,Emmanuella Funny Videos 2018,COMICS,4.5,314000000,6246,100000,Free,0.0,Everyone,Comics,2018-05-23,3.1.0,4.1,23,5,2018,0.0
316,Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194000000,15360,1000000,Free,0.0,Teen,Comics,2018-07-19,4.7.3,4.2,19,7,2018,0.0
317,Marvel Unlimited,COMICS,3.7,22551000000,11264,1000000,Free,0.0,Teen,Comics,2018-07-24,3.16.0,4.4,24,7,2018,0.0
318,"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839000000,29696,1000000,Free,0.0,Teen,Comics,2018-07-31,4.1.0,4.4,31,7,2018,0.0
319,Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279000000,3379,100000,Free,0.0,Everyone,Comics,2017-12-18,1.6,4.0,18,12,2017,0.0
321,【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,,1330000000,22528,50000,Free,0.0,Everyone,Comics,2018-07-03,6.1.1,4.2,3,7,2018,0.0
322,Faustop Sounds,COMICS,4.7,1677000000,40960,100000,Free,0.0,Everyone,Comics,2018-05-26,1.7.7,4.1,26,5,2018,0.0
323,Manga Mania - Best online manga reader,COMICS,4.4,757000000,10240,10000,Free,0.0,Teen,Comics,2018-05-24,1.0,4.1,24,5,2018,0.0
324,- Free Comics - Comic Apps,COMICS,3.5,115000000,9318,10000,Free,0.0,Mature 17+,Comics,2018-07-13,5.0.12,5.0,13,7,2018,0.0
325,Manga AZ - Manga Comic Reader,COMICS,3.3,125000000,4812,5000,Free,0.0,Teen,Comics,2018-07-24,1.0.4,4.0,24,7,2018,0.0
326,Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952000000,38912,500000,Free,0.0,Everyone 10+,Comics,2018-07-31,4.3.0,4.1,31,7,2018,0.0
328,Funny Jokes and Stories 2018,COMICS,4.2,21000000,6860,5000,Free,0.0,Everyone,Comics,2018-03-31,1.3,4.0,31,3,2018,0.0
329,Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15000000,37888,1000,Free,0.0,Everyone,Comics,2018-06-26,2.0,4.0,26,6,2018,0.0
331,"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596000000,7987,10000,Free,0.0,Teen,Comics,2018-06-16,1.01,4.0,16,6,2018,0.0
332,think Comics,COMICS,4.4,1006000000,19456,50000,Free,0.0,Everyone,Comics,2018-08-03,2.3.3,4.0,3,8,2018,0.0
333,Memes Button,COMICS,4.4,5968000000,5836,1000000,Free,0.0,Everyone,Comics,2018-05-28,1.4,4.0,28,5,2018,0.0
334,"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895000000,35840,100000,Free,0.0,Everyone,Comics,2018-08-02,2.4.25,4.4,2,8,2018,0.0
337,Messenger for SMS,COMMUNICATION,4.3,125257000000,17408,10000000,Free,0.0,Teen,Communication,2018-06-06,1.8.9,4.1,6,6,2018,0.0
343,My Tele2,COMMUNICATION,4.3,158679000000,9011,5000000,Free,0.0,Everyone,Communication,2018-08-03,2.4.1,4.4,3,8,2018,0.0
345,Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998000000,16384,100000000,Free,0.0,Everyone,Communication,2018-07-18,5.29.3,4.4,18,7,2018,0.0
346,imo beta free calls and text,COMMUNICATION,4.3,659395000000,11264,100000000,Free,0.0,Everyone,Communication,2018-06-07,9.8.000000010492,4.0,7,6,2018,0.0
347,imo free video calls and chat,COMMUNICATION,4.3,4785892000000,11264,500000000,Free,0.0,Everyone,Communication,2018-06-08,9.8.000000010501,4.0,8,6,2018,0.0
349,Call Free – Free Call,COMMUNICATION,4.3,30209000000,15360,5000000,Free,0.0,Everyone,Communication,2018-07-28,1.3.4,4.1,28,7,2018,0.0
350,Web Browser & Explorer,COMMUNICATION,4.0,36901000000,6758,5000000,Free,0.0,Everyone,Communication,2018-07-04,11.8.6,4.0,4,7,2018,0.0
352,Browser 4G,COMMUNICATION,4.3,192948000000,6758,10000000,Free,0.0,Everyone,Communication,2018-06-19,24.6.6,4.0,19,6,2018,0.0
355,Cricket Visual Voicemail,COMMUNICATION,3.9,13698000000,5222,10000000,Free,0.0,Everyone,Communication,2018-07-02,3.2.0.100171,4.1,2,7,2018,0.0
357,TracFone My Account,COMMUNICATION,3.6,20769000000,18432,1000000,Free,0.0,Everyone,Communication,2018-07-11,R6.0.3,4.1,11,7,2018,0.0
358,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880000000,4096,1000000,Free,0.0,Everyone,Communication,2018-07-06,5.2,5.0,6,7,2018,0.0
362,TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381000000,37888,10000000,Free,0.0,Mature 17+,Communication,2018-08-02,6.7.9.1,4.0,2,8,2018,0.0
364,Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053000000,22528,5000000,Free,0.0,Everyone,Communication,2018-07-31,1.60.0.31354-release,4.0,31,7,2018,0.0
366,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120000000,3379,100000000,Free,0.0,Teen,Communication,2018-07-18,11.4.0,4.0,18,7,2018,0.0
367,WhatsApp Business,COMMUNICATION,4.4,136662000000,32768,10000000,Free,0.0,Everyone,Communication,2018-07-30,2.18.116,4.0,30,7,2018,0.0
368,My magenta,COMMUNICATION,3.9,42370000000,37888,1000000,Free,0.0,Everyone,Communication,2018-06-25,7.5.1,5.0,25,6,2018,0.0
374,Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939000000,17408,100000,Free,0.0,Everyone,Communication,2018-07-16,2.1,4.1,16,7,2018,0.0
377,Omlet Chat,COMMUNICATION,3.9,40751000000,35840,10000000,Free,0.0,Teen,Communication,2016-11-04,2.2.7600,4.0,4,11,2016,0.0
378,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922000000,40960,500000000,Free,0.0,Teen,Communication,2018-08-02,12.8.5.1121,4.0,2,8,2018,0.0
379,My Vodacom SA,COMMUNICATION,3.7,25021000000,62464,5000000,Free,0.0,Everyone,Communication,2018-06-26,9.9.0,4.3,26,6,2018,0.0
380,Microsoft Edge,COMMUNICATION,4.3,27187000000,67584,5000000,Free,0.0,Everyone,Communication,2018-07-28,42.0.0.2059,4.4,28,7,2018,0.0
384,Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498000000,79,10000000,Free,0.0,Everyone,Communication,2015-09-02,0.1.100944346,4.0,2,9,2015,0.0
387,"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014000000,25600,10000000,Free,0.0,Everyone,Communication,2018-07-18,6.1,4.2,18,7,2018,0.0
388,Calls & Text by Mo+,COMMUNICATION,4.2,83239000000,14336,5000000,Free,0.0,Everyone,Communication,2018-04-19,3.0.4,4.0,19,4,2018,0.0
395,"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500000000,24576,100000000,Free,0.0,Everyone,Communication,2018-08-01,7.73,4.0,1,8,2018,0.0
397,"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238000000,17408,1000000,Free,0.0,Everyone,Communication,2018-08-02,4.98,2.3,2,8,2018,0.0
398,chomp SMS,COMMUNICATION,4.3,335646000000,8499,10000000,Free,0.0,Everyone,Communication,2018-07-26,7.21,2.3,26,7,2018,0.0
400,Text SMS,COMMUNICATION,4.5,349384000000,8396,10000000,Free,0.0,Everyone,Communication,2018-07-24,3.47,4.0,24,7,2018,0.0
405,mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320000000,8601,1000000,Free,0.0,Everyone,Communication,2018-07-30,6.5.1,4.0,30,7,2018,0.0
409,2ndLine - Second Phone Number,COMMUNICATION,4.2,15880000000,32768,1000000,Free,0.0,Everyone,Communication,2018-08-03,5.65.0,4.0,3,8,2018,0.0
413,"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916000000,6246,50000000,Free,0.0,Everyone,Communication,2018-07-31,5.22.18.0006,4.0,31,7,2018,0.0
416,Ninesky Browser,COMMUNICATION,4.2,42925000000,2867,1000000,Free,0.0,Everyone,Communication,2017-08-27,6.1,2.3,27,8,2017,0.0
421,Ghostery Privacy Browser,COMMUNICATION,4.1,13100000000,2252,1000000,Free,0.0,Everyone,Communication,2018-03-20,1.4.1.0,4.0,20,3,2018,0.0
423,Web Browser for Android,COMMUNICATION,4.1,55098000000,4403,1000000,Free,0.0,Everyone,Communication,2018-06-20,2.2,4.0,20,6,2018,0.0
424,DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501000000,4812,10000000,Free,0.0,Everyone,Communication,2016-04-01,6.4.0.4,4.0,1,4,2016,0.0
425,Lightning Web Browser,COMMUNICATION,4.1,12578000000,2355,500000,Free,0.0,Everyone,Communication,2017-07-10,4.5.1,4.0,10,7,2017,0.0
426,Web Browser,COMMUNICATION,4.2,10965000000,2355,500000,Free,0.0,Everyone,Communication,2015-02-02,2.0,3.0,2,2,2015,0.0
428,Contacts+,COMMUNICATION,4.2,190613000000,11264,10000000,Free,0.0,Everyone,Communication,2018-07-31,5.85.1,4.0,31,7,2018,0.0
429,ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232000000,2764,10000000,Free,0.0,Everyone,Communication,2017-03-05,196,2.1,5,3,2017,0.0
432,PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065000000,13312,1000000,Free,0.0,Everyone,Communication,2018-04-18,3.0.7,4.0,18,4,2018,0.0
433,Safest Call Blocker,COMMUNICATION,4.4,27540000000,3788,1000000,Free,0.0,Everyone,Communication,2018-01-05,1.26.001,4.0,5,1,2018,0.0
434,Full Screen Caller ID,COMMUNICATION,4.2,104990000000,10240,5000000,Free,0.0,Everyone,Communication,2018-05-15,3.5.0,4.0,15,5,2018,0.0
435,Hiya - Caller ID & Block,COMMUNICATION,4.4,177703000000,13312,10000000,Free,0.0,Mature 17+,Communication,2018-07-25,8.1.2-6310,5.0,25,7,2018,0.0
437,Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263000000,13312,10000000,Free,0.0,Mature 17+,Communication,2018-07-13,5.1.2-6310,5.0,13,7,2018,0.0
438,Should I Answer?,COMMUNICATION,4.8,237468000000,9011,1000000,Free,0.0,Everyone,Communication,2018-07-26,2018.1.715,4.0,26,7,2018,0.0
439,RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254000000,5632,1000000,Free,0.0,Everyone,Communication,2017-12-04,3.9.7,2.1,4,12,2017,0.0
440,"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565000000,20480,10000000,Free,0.0,Everyone,Communication,2018-07-29,1.286,4.1,29,7,2018,0.0
441,Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441000000,29696,10000000,Free,0.0,Everyone,Communication,2018-08-01,6.19.1,4.1,1,8,2018,0.0
444,Call Control - Call Blocker,COMMUNICATION,4.4,93825000000,11264,5000000,Free,0.0,Everyone,Communication,2018-07-05,2.17.3,4.1,5,7,2018,0.0
446,Video Caller Id,COMMUNICATION,4.2,15287000000,17408,1000000,Free,0.0,Everyone,Communication,2018-01-24,2.2.245,4.0,24,1,2018,0.0
447,Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739000000,17408,5000000,Free,0.0,Everyone,Communication,2018-07-26,4.5.4,4.1,26,7,2018,0.0
450,Caller ID +,COMMUNICATION,4.0,9498000000,118,1000000,Free,0.0,Everyone,Communication,2016-06-07,5.28.0,2.3,7,6,2016,0.0
453,K-9 Mail,COMMUNICATION,4.2,88427000000,5222,5000000,Free,0.0,Everyone,Communication,2018-01-06,5.403,4.0,6,1,2018,0.0
455,Email TypeApp - Mail App,COMMUNICATION,4.6,183374000000,45056,1000000,Free,0.0,Everyone,Communication,2018-08-01,1.9.4.74,4.1,1,8,2018,0.0
456,All Email Providers,COMMUNICATION,4.1,20901000000,7475,1000000,Free,0.0,Everyone,Communication,2018-04-03,5.0.9,4.1,3,4,2018,0.0
457,"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595000000,30720,1000000,Free,0.0,Everyone,Communication,2018-07-19,9.8.376,5.0,19,7,2018,0.0
458,GO Notifier,COMMUNICATION,4.2,124346000000,695,10000000,Free,0.0,Everyone,Communication,2014-07-06,2.8,2.0,6,7,2014,0.0
460,Mail1Click - Secure Mail,COMMUNICATION,4.1,255000000,1638,10000,Free,0.0,Everyone,Communication,2017-04-11,2.3,2.2,11,4,2017,0.0
461,Daum Mail - Next Mail,COMMUNICATION,4.3,41420000000,19456,5000000,Free,0.0,Everyone,Communication,2018-06-21,3.2.0,4.0,21,6,2018,0.0
470,Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208000000,23552,1000000,Free,0.0,Everyone,Communication,2016-09-28,2.9.8,2.3,28,9,2016,0.0
471,JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032000000,26624,5000000,Free,0.0,Everyone,Communication,2018-08-04,7.2.29,4.0,4,8,2018,0.0
477,Calculator,DATING,2.6,57000000,6348,1000,Paid,6.99,Everyone,Dating,2017-10-25,1.1.6,4.0,25,10,2017,6990.0
478,Truth or Dare Pro,DATING,,0,20480,50,Paid,1.49,Teen,Dating,2017-09-01,1.0,4.0,1,9,2017,74.5
479,"Private Dating, Hide App- Blue for PrivacyHider",DATING,,0,18,100,Paid,2.99,Everyone,Dating,2017-07-25,1.0.1,4.0,25,7,2017,299.0
480,Ad Blocker for SayHi,DATING,,4000000,1228,100,Paid,3.99,Teen,Dating,2018-08-02,1.2,4.0,2,8,2018,399.0
481,AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2000000,17408,100,Paid,7.99,Mature 17+,Dating,2017-01-21,1.0.1,4.0,21,1,2017,799.0
483,OkCupid Dating,DATING,4.1,285726000000,15360,10000000,Free,0.0,Mature 17+,Dating,2018-07-30,11.10.1,4.1,30,7,2018,0.0
485,"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556000000,57344,100000,Free,0.0,Mature 17+,Dating,2018-08-01,2.5.2,4.1,1,8,2018,0.0
486,Hinge: Dating & Relationships,DATING,4.2,7779000000,12288,500000,Free,0.0,Mature 17+,Dating,2018-08-03,6.1.3,5.0,3,8,2018,0.0
487,Casual Dating & Adult Singles - Joyride,DATING,4.5,61637000000,11264,5000000,Free,0.0,Mature 17+,Dating,2018-07-31,4.17.2,4.1,31,7,2018,0.0
488,BBW Dating & Plus Size Chat,DATING,4.4,12632000000,29696,1000000,Free,0.0,Mature 17+,Dating,2018-07-27,3.5.0.1,4.1,27,7,2018,0.0
490,CMB Free Dating App,DATING,4.0,48845000000,40960,1000000,Free,0.0,Mature 17+,Dating,2018-08-01,4.19.0.2320,4.4,1,8,2018,0.0
492,eharmony - Online Dating App,DATING,3.1,31320000000,54272,5000000,Free,0.0,Mature 17+,Dating,2018-07-30,6.6.5,4.1,30,7,2018,0.0
493,Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460000000,3174,5000000,Free,0.0,Mature 17+,Dating,2018-08-04,1.639,4.0,4,8,2018,0.0
494,"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195000000,24576,100000,Free,0.0,Mature 17+,Dating,2018-07-25,1.6.1,4.4,25,7,2018,0.0
495,Clover Dating App,DATING,4.1,11633000000,23552,500000,Free,0.0,Mature 17+,Dating,2018-07-24,2.5.1,4.1,24,7,2018,0.0
496,Black People Meet Singles Date,DATING,3.9,10212000000,5120,1000000,Free,0.0,Mature 17+,Dating,2018-07-25,1.9.7,4.4,25,7,2018,0.0
497,Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053000000,45056,1000000,Free,0.0,Mature 17+,Dating,2018-08-03,4.4B,4.1,3,8,2018,0.0
